,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
313,2016,2,Central NY,Oneida,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2305,41,327,193498
314,2016,2,Central NY,Onondaga,ADULT,Assertive Community Treatment,5303,60,398,554240
315,2016,2,Central NY,Onondaga,ADULT,Clinic Treatment,5303,3620,37550,4425640
316,2016,2,Central NY,Onondaga,ADULT,Community Residence,5303,197,1671,5698477
317,2016,2,Central NY,Onondaga,ADULT,Comprehensive Psychiatric Emergency Program,5303,980,2004,958861
318,2016,2,Central NY,Onondaga,ADULT,Health Home,5303,336,1444,625830
319,2016,2,Central NY,Onondaga,ADULT,Partial Hospitalization,5303,12,286,44337
320,2016,2,Central NY,Onondaga,ADULT,Personalized Recovery Oriented Services,5303,441,3645,1223747
321,2016,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient,5303,668,4809,3960940
322,2016,2,Central NY,Onondaga,ADULT,Psychiatric Inpatient OMH,5303,21,4535,5551949
323,2016,2,Central NY,Onondaga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",5303,2,6,3072
324,2016,2,Central NY,Onondaga,CHILD,Clinic Treatment,2258,1833,23709,3269861
325,2016,2,Central NY,Onondaga,CHILD,Community Residence,2258,18,97,739609
326,2016,2,Central NY,Onondaga,CHILD,Comprehensive Psychiatric Emergency Program,2258,223,343,241142
327,2016,2,Central NY,Onondaga,CHILD,Day Treatment,2258,65,5642,514842
328,2016,2,Central NY,Onondaga,CHILD,Home and Community Based Services Waiver (HCBS),2258,158,4995,2518996
329,2016,2,Central NY,Onondaga,CHILD,Partial Hospitalization,2258,2,32,4956
330,2016,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient,2258,90,365,320310
331,2016,2,Central NY,Onondaga,CHILD,Psychiatric Inpatient OMH,2258,219,5867,9273954
332,2016,2,Central NY,Onondaga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2258,107,682,381100
333,2016,2,Central NY,Oswego,ADULT,Assertive Community Treatment,1295,53,401,624100
334,2016,2,Central NY,Oswego,ADULT,Clinic Treatment,1295,932,6148,387596
335,2016,2,Central NY,Oswego,ADULT,Community Residence,1295,60,406,1071728
336,2016,2,Central NY,Oswego,ADULT,Health Home,1295,281,578,208606
337,2016,2,Central NY,Oswego,ADULT,Psychiatric Inpatient,1295,171,933,1030827
338,2016,2,Central NY,Oswego,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1295,5,21,11469
339,2016,2,Central NY,Oswego,CHILD,Clinic Treatment,345,277,2797,273834
340,2016,2,Central NY,Oswego,CHILD,Community Residence,345,6,32,30326
341,2016,2,Central NY,Oswego,CHILD,Day Treatment,345,43,3401,273981
342,2016,2,Central NY,Oswego,CHILD,Health Home,345,2,2,722
343,2016,2,Central NY,Oswego,CHILD,"Targeted Case Management (ICM, BCM, SCM)",345,54,378,218406
344,2016,2,Central NY,Otsego,ADULT,Clinic Treatment,573,435,1824,214197
345,2016,2,Central NY,Otsego,ADULT,Community Residence,573,19,161,502188
346,2016,2,Central NY,Otsego,ADULT,Health Home,573,51,207,90391
347,2016,2,Central NY,Otsego,ADULT,Psychiatric Inpatient,573,132,749,557938
348,2016,2,Central NY,Otsego,ADULT,"Targeted Case Management (ICM, BCM, SCM)",573,1,1,355
349,2016,2,Central NY,Otsego,CHILD,Clinic Treatment,201,173,710,106720
350,2016,2,Central NY,Otsego,CHILD,Community Residence,201,25,119,840886
351,2016,2,Central NY,Otsego,CHILD,"Targeted Case Management (ICM, BCM, SCM)",201,19,102,36186
352,2016,2,Central NY,Saint Lawrence,ADULT,Assertive Community Treatment,1242,53,419,654267
353,2016,2,Central NY,Saint Lawrence,ADULT,Clinic Treatment,1242,1021,10777,1878448
354,2016,2,Central NY,Saint Lawrence,ADULT,Community Residence,1242,41,239,605181
355,2016,2,Central NY,Saint Lawrence,ADULT,Health Home,1242,97,428,149372
356,2016,2,Central NY,Saint Lawrence,ADULT,Psychiatric Inpatient,1242,179,2082,1650647
357,2016,2,Central NY,Saint Lawrence,ADULT,Psychiatric Inpatient OMH,1242,28,6043,7485989
358,2016,2,Central NY,Saint Lawrence,CHILD,Clinic Treatment,576,327,2888,701757
359,2016,2,Central NY,Saint Lawrence,CHILD,Community Residence,576,6,30,11709
360,2016,2,Central NY,Saint Lawrence,CHILD,Day Treatment,576,8,422,128417
361,2016,2,Central NY,Saint Lawrence,CHILD,Psychiatric Inpatient OMH,576,317,8760,13827308
362,2016,3,Hudson River,Albany,ADULT,Assertive Community Treatment,4420,49,380,571768
363,2016,3,Hudson River,Albany,ADULT,Clinic Treatment,4420,1672,20654,2452034
364,2016,3,Hudson River,Albany,ADULT,Community Residence,4420,322,3079,9278516
365,2016,3,Hudson River,Albany,ADULT,Health Home,4420,188,919,462595
366,2016,3,Hudson River,Albany,ADULT,Personalized Recovery Oriented Services,4420,573,5304,2043020
367,2016,3,Hudson River,Albany,ADULT,Psychiatric Inpatient,4420,373,2887,2043725
368,2016,3,Hudson River,Albany,ADULT,Psychiatric Inpatient OMH,4420,27,5880,7159112
369,2016,3,Hudson River,Albany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",4420,1907,16305,16548511
370,2016,3,Hudson River,Albany,CHILD,Clinic Treatment,1505,762,8362,1342023
371,2016,3,Hudson River,Albany,CHILD,Community Residence,1505,40,289,1048478
372,2016,3,Hudson River,Albany,CHILD,Day Treatment,1505,174,19329,1741316
373,2016,3,Hudson River,Albany,CHILD,Home and Community Based Services Waiver (HCBS),1505,286,3207,4908857
374,2016,3,Hudson River,Albany,CHILD,Psychiatric Inpatient,1505,22,63,55476
375,2016,3,Hudson River,Albany,CHILD,Psychiatric Inpatient OMH,1505,1,323,530613
376,2016,3,Hudson River,Albany,CHILD,Residential Treatment Facility,1505,28,5497,2838917
377,2016,3,Hudson River,Albany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1505,324,2119,1841934
378,2016,3,Hudson River,Columbia,ADULT,Clinic Treatment,736,553,6008,682290
379,2016,3,Hudson River,Columbia,ADULT,Community Residence,736,40,350,997602
380,2016,3,Hudson River,Columbia,ADULT,Health Home,736,94,563,291454
381,2016,3,Hudson River,Columbia,ADULT,Personalized Recovery Oriented Services,736,102,1493,679047
382,2016,3,Hudson River,Columbia,ADULT,Psychiatric Inpatient,736,107,1412,1320656
383,2016,3,Hudson River,Columbia,ADULT,"Targeted Case Management (ICM, BCM, SCM)",736,9,47,25080
384,2016,3,Hudson River,Columbia,CHILD,Clinic Treatment,223,208,2432,393771
385,2016,3,Hudson River,Columbia,CHILD,"Targeted Case Management (ICM, BCM, SCM)",223,41,360,201013
386,2016,3,Hudson River,Dutchess,ADULT,Assertive Community Treatment,2690,7,15,13422
387,2016,3,Hudson River,Dutchess,ADULT,Clinic Treatment,2690,1656,14204,1871983
388,2016,3,Hudson River,Dutchess,ADULT,Community Residence,2690,122,937,2695938
389,2016,3,Hudson River,Dutchess,ADULT,Health Home,2690,1065,7329,2558481
390,2016,3,Hudson River,Dutchess,ADULT,Partial Hospitalization,2690,143,881,101099
391,2016,3,Hudson River,Dutchess,ADULT,Personalized Recovery Oriented Services,2690,341,4299,1587290
392,2016,3,Hudson River,Dutchess,ADULT,Psychiatric Inpatient,2690,290,3114,2154574
393,2016,3,Hudson River,Dutchess,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2690,2,2,286
394,2016,3,Hudson River,Dutchess,CHILD,Clinic Treatment,1035,802,8399,1106985
395,2016,3,Hudson River,Dutchess,CHILD,Community Residence,1035,8,52,37868
396,2016,3,Hudson River,Dutchess,CHILD,Day Treatment,1035,107,9678,972639
397,2016,3,Hudson River,Dutchess,CHILD,Health Home,1035,1,4,1396
398,2016,3,Hudson River,Dutchess,CHILD,Home and Community Based Services Waiver (HCBS),1035,36,446,473998
399,2016,3,Hudson River,Dutchess,CHILD,Partial Hospitalization,1035,84,1004,174597
400,2016,3,Hudson River,Dutchess,CHILD,Residential Treatment Facility,1035,34,7163,4590122
401,2016,3,Hudson River,Dutchess,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1035,125,700,389376
402,2016,3,Hudson River,Greene,ADULT,Clinic Treatment,508,445,3807,520953
403,2016,3,Hudson River,Greene,ADULT,Community Residence,508,34,375,1159880
404,2016,3,Hudson River,Greene,ADULT,Personalized Recovery Oriented Services,508,97,951,350242
405,2016,3,Hudson River,Greene,ADULT,"Targeted Case Management (ICM, BCM, SCM)",508,1,1,676
406,2016,3,Hudson River,Greene,CHILD,Clinic Treatment,148,131,1050,168668
407,2016,3,Hudson River,Greene,CHILD,Community Residence,148,1,7,21645
408,2016,3,Hudson River,Greene,CHILD,"Targeted Case Management (ICM, BCM, SCM)",148,33,202,95949
409,2016,3,Hudson River,Orange,ADULT,Assertive Community Treatment,2866,90,655,775987
410,2016,3,Hudson River,Orange,ADULT,Clinic Treatment,2866,1972,14536,1608299
411,2016,3,Hudson River,Orange,ADULT,Community Residence,2866,168,1452,4713176
412,2016,3,Hudson River,Orange,ADULT,Health Home,2866,284,2275,1035772
413,2016,3,Hudson River,Orange,ADULT,Personalized Recovery Oriented Services,2866,403,5158,1810190
414,2016,3,Hudson River,Orange,ADULT,Psychiatric Inpatient,2866,399,3014,2807385
415,2016,3,Hudson River,Orange,ADULT,Psychiatric Inpatient OMH,2866,13,3559,2856853
416,2016,3,Hudson River,Orange,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2866,1,1,516
417,2016,3,Hudson River,Orange,CHILD,Clinic Treatment,646,522,4782,702332
418,2016,3,Hudson River,Orange,CHILD,Community Residence,646,43,267,1074652
419,2016,3,Hudson River,Orange,CHILD,Day Treatment,646,55,1782,571604
420,2016,3,Hudson River,Orange,CHILD,Home and Community Based Services Waiver (HCBS),646,50,237,538189
421,2016,3,Hudson River,Orange,CHILD,Psychiatric Inpatient,646,1,6,7049
422,2016,3,Hudson River,Orange,CHILD,"Targeted Case Management (ICM, BCM, SCM)",646,32,233,120167
423,2016,3,Hudson River,Putnam,ADULT,Clinic Treatment,569,349,3779,415130
424,2016,3,Hudson River,Putnam,ADULT,Community Residence,569,24,117,324855
425,2016,3,Hudson River,Putnam,ADULT,Health Home,569,47,336,185472
426,2016,3,Hudson River,Putnam,ADULT,Partial Hospitalization,569,17,271,32904
427,2016,3,Hudson River,Putnam,ADULT,Personalized Recovery Oriented Services,569,120,1362,512118
428,2016,3,Hudson River,Putnam,ADULT,Psychiatric Inpatient,569,102,697,592119
429,2016,3,Hudson River,Putnam,ADULT,"Targeted Case Management (ICM, BCM, SCM)",569,1,2,1352
430,2016,3,Hudson River,Putnam,CHILD,Clinic Treatment,97,59,344,40206
431,2016,3,Hudson River,Putnam,CHILD,Community Residence,97,3,16,27383
432,2016,3,Hudson River,Putnam,CHILD,Health Home,97,1,4,2208
433,2016,3,Hudson River,Putnam,CHILD,Home and Community Based Services Waiver (HCBS),97,28,240,367556
434,2016,3,Hudson River,Putnam,CHILD,"Targeted Case Management (ICM, BCM, SCM)",97,17,76,51351
435,2016,3,Hudson River,Rensselaer,ADULT,Clinic Treatment,2237,1730,16278,1104610
436,2016,3,Hudson River,Rensselaer,ADULT,Community Residence,2237,128,1301,3465833
437,2016,3,Hudson River,Rensselaer,ADULT,Health Home,2237,109,867,425780
438,2016,3,Hudson River,Rensselaer,ADULT,Personalized Recovery Oriented Services,2237,253,2249,850767
439,2016,3,Hudson River,Rensselaer,ADULT,Psychiatric Inpatient,2237,458,3593,2590972
440,2016,3,Hudson River,Rensselaer,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2237,5,13,8785
441,2016,3,Hudson River,Rensselaer,CHILD,Clinic Treatment,787,759,5940,1093409
442,2016,3,Hudson River,Rensselaer,CHILD,Community Residence,787,10,68,42370
443,2016,3,Hudson River,Rensselaer,CHILD,"Targeted Case Management (ICM, BCM, SCM)",787,106,628,302039
444,2016,3,Hudson River,Rockland,ADULT,Assertive Community Treatment,2765,59,467,693394
445,2016,3,Hudson River,Rockland,ADULT,Clinic Treatment,2765,2011,31414,4888546
446,2016,3,Hudson River,Rockland,ADULT,Community Residence,2765,252,2241,7330009
447,2016,3,Hudson River,Rockland,ADULT,Health Home,2765,230,1540,717935
448,2016,3,Hudson River,Rockland,ADULT,Personalized Recovery Oriented Services,2765,421,5117,2315470
449,2016,3,Hudson River,Rockland,ADULT,Psychiatric Inpatient,2765,185,1874,1353732
450,2016,3,Hudson River,Rockland,ADULT,Psychiatric Inpatient OMH,2765,74,17701,21862815
451,2016,3,Hudson River,Rockland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2765,11,82,37050
452,2016,3,Hudson River,Rockland,CHILD,Clinic Treatment,323,114,1248,173266
453,2016,3,Hudson River,Rockland,CHILD,Community Residence,323,30,215,177818
454,2016,3,Hudson River,Rockland,CHILD,Health Home,323,3,14,6558
455,2016,3,Hudson River,Rockland,CHILD,Psychiatric Inpatient OMH,323,124,5977,9757667
456,2016,3,Hudson River,Rockland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",323,62,504,246621
457,2016,3,Hudson River,Saratoga,ADULT,Clinic Treatment,950,599,5805,658407
458,2016,3,Hudson River,Saratoga,ADULT,Community Residence,950,92,713,1580428
459,2016,3,Hudson River,Saratoga,ADULT,Health Home,950,150,1005,527504
460,2016,3,Hudson River,Saratoga,ADULT,Partial Hospitalization,950,121,1495,228280
461,2016,3,Hudson River,Saratoga,ADULT,Personalized Recovery Oriented Services,950,72,521,198653
462,2016,3,Hudson River,Saratoga,ADULT,Psychiatric Inpatient,950,184,873,704808
463,2016,3,Hudson River,Saratoga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",950,5,31,14201
464,2016,3,Hudson River,Saratoga,CHILD,Clinic Treatment,493,272,3724,509142
465,2016,3,Hudson River,Saratoga,CHILD,Community Residence,493,6,26,21315
466,2016,3,Hudson River,Saratoga,CHILD,Health Home,493,1,5,2624
467,2016,3,Hudson River,Saratoga,CHILD,Psychiatric Inpatient,493,216,3976,3343726
468,2016,3,Hudson River,Saratoga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",493,23,138,73547
469,2016,3,Hudson River,Schenectady,ADULT,Assertive Community Treatment,1698,59,448,695090
470,2016,3,Hudson River,Schenectady,ADULT,Clinic Treatment,1698,1256,14163,1331288
471,2016,3,Hudson River,Schenectady,ADULT,Community Residence,1698,142,1187,3635629
472,2016,3,Hudson River,Schenectady,ADULT,Health Home,1698,51,351,233064
473,2016,3,Hudson River,Schenectady,ADULT,Personalized Recovery Oriented Services,1698,199,2463,899163
474,2016,3,Hudson River,Schenectady,ADULT,Psychiatric Inpatient,1698,360,2326,1534915
475,2016,3,Hudson River,Schenectady,CHILD,Clinic Treatment,1065,978,8727,1018169
476,2016,3,Hudson River,Schenectady,CHILD,Community Residence,1065,8,51,68372
477,2016,3,Hudson River,Schenectady,CHILD,Psychiatric Inpatient,1065,124,1545,1069187
478,2016,3,Hudson River,Schoharie,ADULT,Clinic Treatment,305,279,2560,298619
479,2016,3,Hudson River,Schoharie,ADULT,Community Residence,305,35,277,793304
480,2016,3,Hudson River,Schoharie,ADULT,Health Home,305,44,214,108451
481,2016,3,Hudson River,Schoharie,CHILD,Clinic Treatment,118,99,799,114579
482,2016,3,Hudson River,Schoharie,CHILD,Community Residence,118,3,15,33083
483,2016,3,Hudson River,Schoharie,CHILD,Health Home,118,1,3,1310
484,2016,3,Hudson River,Schoharie,CHILD,"Targeted Case Management (ICM, BCM, SCM)",118,24,174,83029
485,2016,3,Hudson River,Sullivan,ADULT,Clinic Treatment,558,332,1977,202956
486,2016,3,Hudson River,Sullivan,ADULT,Community Residence,558,64,565,1624248
487,2016,3,Hudson River,Sullivan,ADULT,Health Home,558,85,649,388439
488,2016,3,Hudson River,Sullivan,ADULT,Personalized Recovery Oriented Services,558,57,320,148758
489,2016,3,Hudson River,Sullivan,ADULT,Psychiatric Inpatient,558,125,1230,1189317
490,2016,3,Hudson River,Sullivan,ADULT,"Targeted Case Management (ICM, BCM, SCM)",558,4,10,5160
491,2016,3,Hudson River,Sullivan,CHILD,Clinic Treatment,140,93,428,56070
492,2016,3,Hudson River,Sullivan,CHILD,Community Residence,140,13,96,52150
493,2016,3,Hudson River,Sullivan,CHILD,Day Treatment,140,6,86,28621
494,2016,3,Hudson River,Sullivan,CHILD,Health Home,140,26,56,33517
495,2016,3,Hudson River,Sullivan,CHILD,"Targeted Case Management (ICM, BCM, SCM)",140,15,51,26310
496,2016,3,Hudson River,Ulster,ADULT,Assertive Community Treatment,1414,70,592,771655
497,2016,3,Hudson River,Ulster,ADULT,Clinic Treatment,1414,1065,9950,1010676
498,2016,3,Hudson River,Ulster,ADULT,Community Residence,1414,102,880,2447053
499,2016,3,Hudson River,Ulster,ADULT,Health Home,1414,82,523,276657
500,2016,3,Hudson River,Ulster,ADULT,Partial Hospitalization,1414,59,1038,121062
501,2016,3,Hudson River,Ulster,ADULT,Personalized Recovery Oriented Services,1414,122,1187,468808
502,2016,3,Hudson River,Ulster,ADULT,Psychiatric Inpatient,1414,223,2255,1990553
503,2016,3,Hudson River,Ulster,CHILD,Clinic Treatment,520,389,2983,334176
504,2016,3,Hudson River,Ulster,CHILD,Community Residence,520,9,47,25374
505,2016,3,Hudson River,Ulster,CHILD,Day Treatment,520,11,588,181370
506,2016,3,Hudson River,Ulster,CHILD,Home and Community Based Services Waiver (HCBS),520,75,464,1072972
507,2016,3,Hudson River,Ulster,CHILD,Partial Hospitalization,520,55,795,117843
508,2016,3,Hudson River,Ulster,CHILD,"Targeted Case Management (ICM, BCM, SCM)",520,14,51,34472
509,2016,3,Hudson River,Warren,ADULT,Clinic Treatment,670,439,3607,297437
510,2016,3,Hudson River,Warren,ADULT,Community Residence,670,15,114,265060
511,2016,3,Hudson River,Warren,ADULT,Continuing Day Treatment,670,49,3888,178920
512,2016,3,Hudson River,Warren,ADULT,Health Home,670,31,153,101592
513,2016,3,Hudson River,Warren,ADULT,Psychiatric Inpatient,670,262,1607,1466050
514,2016,3,Hudson River,Warren,ADULT,"Targeted Case Management (ICM, BCM, SCM)",670,2,8,5406
515,2016,3,Hudson River,Warren,CHILD,Clinic Treatment,263,231,2439,335900
516,2016,3,Hudson River,Warren,CHILD,Community Residence,263,4,22,16511
517,2016,3,Hudson River,Warren,CHILD,Psychiatric Inpatient,263,22,52,52994
518,2016,3,Hudson River,Warren,CHILD,"Targeted Case Management (ICM, BCM, SCM)",263,26,144,97293
519,2016,3,Hudson River,Washington,ADULT,Clinic Treatment,370,279,2981,250298
520,2016,3,Hudson River,Washington,ADULT,Community Residence,370,56,466,1089693
521,2016,3,Hudson River,Washington,ADULT,Health Home,370,48,313,124887
522,2016,3,Hudson River,Washington,ADULT,"Targeted Case Management (ICM, BCM, SCM)",370,1,2,812
523,2016,3,Hudson River,Washington,CHILD,Clinic Treatment,109,91,779,106863
524,2016,3,Hudson River,Washington,CHILD,Community Residence,109,3,14,12457
525,2016,3,Hudson River,Washington,CHILD,"Targeted Case Management (ICM, BCM, SCM)",109,15,105,42611
526,2016,3,Hudson River,Westchester,ADULT,Assertive Community Treatment,7121,276,1967,2802840
527,2016,3,Hudson River,Westchester,ADULT,Clinic Treatment,7121,4598,63930,5330286
528,2016,3,Hudson River,Westchester,ADULT,Community Residence,7121,369,3205,9073740
529,2016,3,Hudson River,Westchester,ADULT,Continuing Day Treatment,7121,38,4976,143762
530,2016,3,Hudson River,Westchester,ADULT,Health Home,7121,982,5591,2611425
531,2016,3,Hudson River,Westchester,ADULT,Partial Hospitalization,7121,277,2509,322083
532,2016,3,Hudson River,Westchester,ADULT,Personalized Recovery Oriented Services,7121,417,4567,2037292
533,2016,3,Hudson River,Westchester,ADULT,Psychiatric Inpatient,7121,1668,34344,29304224
534,2016,3,Hudson River,Westchester,ADULT,"Targeted Case Management (ICM, BCM, SCM)",7121,1,9,6082
535,2016,3,Hudson River,Westchester,CHILD,Clinic Treatment,3854,2191,34989,4995071
536,2016,3,Hudson River,Westchester,CHILD,Community Residence,3854,50,286,1945340
537,2016,3,Hudson River,Westchester,CHILD,Day Treatment,3854,397,28341,5612879
538,2016,3,Hudson River,Westchester,CHILD,Health Home,3854,2,8,4172
539,2016,3,Hudson River,Westchester,CHILD,Home and Community Based Services Waiver (HCBS),3854,88,3743,1354596
540,2016,3,Hudson River,Westchester,CHILD,Partial Hospitalization,3854,135,1534,268183
541,2016,3,Hudson River,Westchester,CHILD,Psychiatric Inpatient,3854,1170,26295,22647099
542,2016,3,Hudson River,Westchester,CHILD,Residential Treatment Facility,3854,193,36513,18682222
543,2016,3,Hudson River,Westchester,CHILD,"Targeted Case Management (ICM, BCM, SCM)",3854,85,486,328418
544,2016,4,New York City,Bronx,ADULT,Assertive Community Treatment,24459,581,2629,3588627
545,2016,4,New York City,Bronx,ADULT,Clinic Treatment,24459,16359,110123,11956993
546,2016,4,New York City,Bronx,ADULT,Community Residence,24459,406,3406,9740275
547,2016,4,New York City,Bronx,ADULT,Comprehensive Psychiatric Emergency Program,24459,1265,2010,1601276
548,2016,4,New York City,Bronx,ADULT,Continuing Day Treatment,24459,367,38597,1939341
549,2016,4,New York City,Bronx,ADULT,Health Home,24459,3461,17638,10587821
550,2016,4,New York City,Bronx,ADULT,Partial Hospitalization,24459,68,855,154466
